ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
8806,Colleen Allen,18/08/2022,695
8807,Colleen Jones,25/07/2022,609
8808,Daniel Johnson,21/07/2022,741
8809,Susan Smith,25/07/2022,23
8810,Jordan Brown,07/01/2022,304
8811,Susan Smith,06/02/2022,491
8812,Susan Jones,24/09/2022,445
8813,Anthony Sampson,19/11/2022,15
8814,Sarah Jones,30/10/2022,587
8815,Daniel Allen,29/12/2022,234
8816,Anthony Allen,15/05/2022,3
8817,Jessica Bishop,19/04/2022,245
8818,Michael Allen,22/09/2022,880
8819,Colleen Rodriguez,10/12/2022,813
8820,Gregory Allen,22/08/2022,809
8821,Michael Simpson,05/02/2022,680
8822,Susan Rodriguez,02/09/2022,498
8823,Susan Williams,24/10/2022,930
8824,Jessica Simpson,02/09/2022,258
8825,Gregory Rodriguez,17/11/2022,163
8826,Sarah Simpson,20/03/2022,606
8827,Colleen Allen,11/08/2022,43
8828,Jordan Allen,15/03/2022,391
8829,Colleen Simpson,16/04/2022,771
8830,Sarah Smith,12/08/2022,516
8831,Colleen Allen,15/08/2022,277
8832,Colleen Jones,25/12/2022,603
8833,Jessica Johnson,22/04/2022,11
8834,Sarah Bishop,01/08/2022,357
8835,Jordan Williams,21/03/2022,755
8836,Anthony Sampson,24/08/2022,179
8837,Daniel Sampson,19/08/2022,270
8838,Jordan Williams,11/03/2022,325
8839,Michael Johnson,18/08/2022,762
8840,Colleen Johnson,28/02/2022,262
8841,Jessica Johnson,12/03/2022,778
8842,Anthony Bishop,21/09/2022,71
8843,Sarah Williams,03/02/2022,778
8844,Jordan Williams,01/07/2022,438
8845,Anthony Allen,10/04/2022,901
8846,Jessica Simpson,08/11/2022,407
8847,Anthony Smith,29/03/2022,970
8848,Susan Brown,07/11/2022,108
8849,Susan Simpson,05/07/2022,445
8850,Jessica Brown,16/10/2022,170
8851,Colleen Smith,16/07/2022,195
8852,Jordan Johnson,13/08/2022,571
8853,Anthony Jones,09/06/2022,73
8854,Daniel Sampson,14/05/2022,343
8855,Andrea Bishop,27/06/2022,536
8856,Andrea Brown,07/06/2022,904
8857,Michael Smith,04/11/2022,68
8858,Michael Smith,01/09/2022,886
8859,Michael Jones,11/12/2022,640
8860,Michael Rodriguez,10/04/2022,860
8861,Michael Rodriguez,11/10/2022,249
8862,Colleen Sampson,22/07/2022,160
8863,Anthony Sampson,20/02/2022,585
8864,Sarah Bishop,12/09/2022,764
8865,Gregory Rodriguez,29/12/2022,946
8866,Jessica Smith,05/05/2022,927
8867,Gregory Bishop,08/03/2022,953
8868,Michael Simpson,06/02/2022,44
8869,Andrea Allen,13/08/2022,826
8870,Daniel Rodriguez,14/01/2022,927
8871,Colleen Johnson,19/02/2022,404
8872,Andrea Sampson,17/09/2022,295
8873,Sarah Allen,25/05/2022,358
8874,Jessica Bishop,09/01/2022,652
8875,Susan Bishop,30/05/2022,818
8876,Michael Rodriguez,08/11/2022,800
8877,Anthony Brown,02/09/2022,197
8878,Daniel Sampson,19/09/2022,514
8879,Michael Johnson,12/04/2022,692
8880,Jordan Bishop,09/11/2022,889
8881,Sarah Johnson,18/05/2022,769
8882,Michael Johnson,12/12/2022,552
8883,Susan Smith,08/09/2022,761
8884,Susan Brown,12/11/2022,322
8885,Jordan Allen,09/04/2022,245
8886,Sarah Johnson,31/08/2022,266
8887,Gregory Rodriguez,11/03/2022,343
8888,Daniel Allen,12/11/2022,948
8889,Daniel Bishop,26/10/2022,637
8890,Jessica Sampson,04/04/2022,759
8891,Anthony Smith,23/05/2022,363
8892,Susan Bishop,04/03/2022,48
8893,Jordan Allen,04/04/2022,95
8894,Andrea Smith,20/09/2022,288
8895,Andrea Brown,30/12/2022,329
8896,Susan Allen,28/12/2022,555
8897,Jordan Simpson,10/06/2022,859
8898,Daniel Jones,26/02/2022,322
8899,Andrea Simpson,07/03/2022,688
8900,Daniel Brown,18/12/2022,46
8901,Andrea Simpson,23/03/2022,208
8902,Susan Brown,11/09/2022,941
8903,Susan Williams,16/10/2022,820
8904,Andrea Smith,14/12/2022,683
8905,Gregory Sampson,09/03/2022,159
8906,Gregory Johnson,16/06/2022,110
8907,Andrea Bishop,22/11/2022,955
8908,Daniel Sampson,17/06/2022,148
8909,Gregory Rodriguez,21/10/2022,378
8910,Andrea Sampson,09/11/2022,877
8911,Jordan Jones,16/04/2022,565
8912,Jessica Sampson,15/12/2022,571
8913,Gregory Sampson,23/03/2022,302
8914,Daniel Jones,06/04/2022,106
8915,Jordan Sampson,23/11/2022,981
8916,Susan Brown,11/03/2022,789
8917,Jessica Rodriguez,05/11/2022,139
8918,Susan Brown,09/01/2022,826
8919,Michael Smith,05/04/2022,445
8920,Daniel Jones,08/06/2022,627
8921,Gregory Smith,03/05/2022,272
8922,Jessica Smith,10/03/2022,338
8923,Daniel Smith,09/02/2022,15
8924,Andrea Smith,09/03/2022,99
8925,Michael Jones,08/12/2022,422
8926,Sarah Johnson,29/01/2022,37
8927,Colleen Williams,02/05/2022,763
8928,Susan Rodriguez,28/02/2022,605
8929,Sarah Sampson,15/05/2022,306
8930,Michael Williams,02/06/2022,457
8931,Jessica Brown,26/05/2022,424
8932,Jordan Brown,08/10/2022,696
8933,Michael Brown,16/09/2022,895
8934,Colleen Jones,13/02/2022,646
8935,Daniel Johnson,08/03/2022,850
8936,Susan Bishop,26/02/2022,949
8937,Gregory Jones,20/03/2022,852
8938,Jessica Brown,20/06/2022,866
8939,Daniel Rodriguez,03/11/2022,230
8940,Jessica Bishop,13/07/2022,534
8941,Susan Brown,14/12/2022,745
8942,Jessica Brown,24/12/2022,792
8943,Sarah Williams,03/04/2022,830
8944,Daniel Brown,04/01/2022,700
8945,Anthony Sampson,24/10/2022,792
8946,Andrea Johnson,07/10/2022,489
8947,Daniel Johnson,27/09/2022,525
8948,Jordan Jones,02/05/2022,51
8949,Sarah Simpson,07/08/2022,980
8950,Daniel Smith,02/01/2022,226
8951,Sarah Smith,15/02/2022,341
8952,Michael Simpson,05/07/2022,278
8953,Jessica Simpson,28/07/2022,142
8954,Michael Johnson,15/04/2022,254
8955,Colleen Simpson,26/10/2022,926
8956,Anthony Bishop,25/02/2022,721
8957,Gregory Bishop,14/03/2022,728
8958,Jordan Smith,04/05/2022,925
8959,Anthony Rodriguez,07/08/2022,601
8960,Daniel Brown,24/09/2022,564
8961,Colleen Williams,04/11/2022,506
8962,Jessica Jones,17/06/2022,353
8963,Jordan Rodriguez,07/02/2022,874
8964,Andrea Sampson,23/06/2022,713
8965,Jordan Brown,27/12/2022,890
8966,Andrea Johnson,24/07/2022,799
8967,Jordan Allen,11/06/2022,879
8968,Andrea Rodriguez,24/09/2022,806
8969,Gregory Simpson,27/05/2022,92
8970,Colleen Williams,11/09/2022,761
8971,Sarah Bishop,31/05/2022,367
8972,Jordan Brown,29/09/2022,566
8973,Andrea Johnson,15/08/2022,467
8974,Gregory Bishop,09/05/2022,687
8975,Daniel Johnson,29/09/2022,277
8976,Jessica Williams,19/09/2022,599
8977,Susan Smith,14/10/2022,786
8978,Michael Sampson,30/10/2022,609
8979,Michael Allen,25/03/2022,18
8980,Jessica Smith,28/09/2022,360
8981,Colleen Rodriguez,05/05/2022,400
8982,Michael Allen,23/04/2022,549
8983,Daniel Johnson,04/11/2022,780
8984,Daniel Williams,30/08/2022,848
8985,Michael Smith,21/09/2022,790
8986,Sarah Williams,13/03/2022,467
8987,Anthony Bishop,14/07/2022,330
8988,Anthony Johnson,01/08/2022,892
8989,Jordan Simpson,27/03/2022,737
8990,Anthony Bishop,14/11/2022,664
8991,Colleen Allen,06/05/2022,463
8992,Jordan Johnson,05/11/2022,818
8993,Daniel Sampson,29/10/2022,721
8994,Andrea Brown,03/12/2022,961
8995,Gregory Sampson,09/04/2022,321
8996,Michael Johnson,06/07/2022,156
8997,Sarah Bishop,31/10/2022,869
8998,Anthony Bishop,08/10/2022,677
8999,Michael Johnson,09/12/2022,788
9000,Gregory Williams,01/12/2022,789
9001,Jordan Allen,21/02/2022,542
9002,Sarah Allen,22/04/2022,550
9003,Michael Williams,04/10/2022,312
9004,Susan Allen,23/07/2022,523
9005,Michael Bishop,19/08/2022,397
9006,Jessica Jones,15/08/2022,350
9007,Daniel Allen,11/02/2022,370
9008,Andrea Bishop,13/09/2022,474
9009,Sarah Smith,21/06/2022,783
9010,Sarah Brown,21/04/2022,591
9011,Anthony Williams,22/01/2022,123
9012,Jessica Williams,10/09/2022,298
9013,Susan Smith,03/11/2022,826
9014,Sarah Bishop,02/11/2022,795
9015,Sarah Allen,01/08/2022,800
9016,Susan Allen,20/06/2022,918
9017,Michael Williams,10/08/2022,973
9018,Michael Johnson,01/07/2022,629
9019,Anthony Simpson,12/02/2022,326
9020,Anthony Rodriguez,07/03/2022,96
9021,Daniel Brown,18/08/2022,109
9022,Michael Sampson,12/09/2022,167
9023,Sarah Jones,10/06/2022,253
9024,Jordan Bishop,03/01/2022,910
9025,Jessica Jones,13/06/2022,711
9026,Colleen Allen,24/12/2022,901
9027,Jessica Allen,18/11/2022,801
9028,Gregory Rodriguez,31/03/2022,74
9029,Jessica Simpson,09/12/2022,331
9030,Gregory Sampson,01/11/2022,81
9031,Jessica Brown,16/01/2022,404
9032,Jordan Williams,20/04/2022,430
9033,Andrea Rodriguez,10/07/2022,3
9034,Colleen Bishop,15/09/2022,150
9035,Sarah Johnson,10/03/2022,7
9036,Andrea Bishop,25/02/2022,780
9037,Jordan Williams,01/11/2022,277
9038,Daniel Johnson,06/09/2022,821
9039,Colleen Simpson,24/11/2022,861
9040,Jordan Bishop,21/05/2022,26
9041,Jordan Jones,25/10/2022,582
9042,Anthony Simpson,10/03/2022,846
9043,Michael Rodriguez,25/04/2022,169
9044,Gregory Johnson,02/01/2022,88
9045,Sarah Jones,22/04/2022,954
9046,Gregory Johnson,17/06/2022,146
9047,Colleen Allen,13/06/2022,164
9048,Colleen Simpson,04/02/2022,370
9049,Sarah Allen,06/10/2022,497
9050,Susan Simpson,16/07/2022,668
9051,Susan Jones,16/06/2022,377
9052,Michael Johnson,14/05/2022,149
9053,Gregory Smith,18/03/2022,892
9054,Susan Allen,12/01/2022,351
9055,Sarah Smith,27/05/2022,764
9056,Sarah Smith,24/07/2022,805
9057,Gregory Allen,29/03/2022,289
9058,Michael Allen,04/09/2022,496
9059,Colleen Brown,06/07/2022,844
9060,Jordan Sampson,18/10/2022,652
9061,Sarah Simpson,21/10/2022,966
9062,Jordan Williams,27/06/2022,344
9063,Jessica Johnson,24/07/2022,447
9064,Michael Smith,18/07/2022,93
9065,Andrea Brown,24/12/2022,502
9066,Jordan Simpson,08/09/2022,5
9067,Michael Allen,30/06/2022,55
9068,Susan Simpson,08/02/2022,167
9069,Andrea Johnson,17/12/2022,87
9070,Andrea Johnson,16/07/2022,218
9071,Susan Rodriguez,11/05/2022,393
9072,Colleen Rodriguez,16/02/2022,867
9073,Susan Simpson,03/10/2022,197
9074,Michael Smith,02/04/2022,106
9075,Jordan Sampson,20/03/2022,566
9076,Gregory Johnson,27/11/2022,157
9077,Andrea Allen,29/07/2022,17
9078,Jessica Jones,23/01/2022,778
9079,Jordan Johnson,02/05/2022,862
9080,Sarah Williams,12/10/2022,659
9081,Susan Simpson,12/12/2022,629
9082,Colleen Johnson,16/05/2022,818
9083,Gregory Bishop,13/03/2022,57
9084,Andrea Smith,07/07/2022,848
9085,Anthony Simpson,08/04/2022,854
9086,Sarah Smith,21/10/2022,231
9087,Sarah Smith,11/04/2022,212
9088,Michael Allen,05/09/2022,301
9089,Gregory Rodriguez,20/12/2022,162
9090,Sarah Rodriguez,12/10/2022,603
9091,Andrea Smith,11/03/2022,679
9092,Sarah Bishop,17/02/2022,377
9093,Sarah Jones,20/09/2022,887
9094,Michael Allen,12/12/2022,27
9095,Anthony Williams,16/04/2022,75
9096,Susan Brown,25/08/2022,170
9097,Colleen Johnson,25/11/2022,788
9098,Jessica Smith,26/01/2022,644
9099,Andrea Allen,24/01/2022,448
9100,Michael Simpson,23/10/2022,581
9101,Anthony Allen,13/02/2022,843
9102,Michael Jones,28/10/2022,618
9103,Jessica Williams,29/08/2022,262
9104,Colleen Johnson,05/05/2022,813
9105,Anthony Rodriguez,21/08/2022,413
9106,Michael Jones,15/07/2022,685
9107,Jordan Johnson,06/09/2022,885
9108,Michael Williams,19/06/2022,180
9109,Jessica Simpson,23/09/2022,91
9110,Andrea Jones,25/11/2022,948
9111,Jessica Johnson,13/04/2022,46
9112,Jessica Allen,29/07/2022,283
9113,Michael Smith,02/01/2022,598
9114,Anthony Smith,12/01/2022,161
9115,Andrea Rodriguez,22/07/2022,557
9116,Daniel Williams,30/03/2022,870
9117,Gregory Jones,31/10/2022,433
9118,Jordan Simpson,09/02/2022,556
9119,Colleen Bishop,04/04/2022,333
9120,Sarah Simpson,03/04/2022,141
9121,Susan Bishop,11/05/2022,730
9122,Jessica Brown,03/04/2022,670
9123,Daniel Williams,03/11/2022,126
9124,Michael Allen,15/10/2022,344
9125,Gregory Smith,13/11/2022,561
9126,Sarah Sampson,26/01/2022,355
9127,Jordan Rodriguez,26/05/2022,267
9128,Susan Sampson,29/06/2022,140
9129,Sarah Brown,15/09/2022,702
9130,Michael Brown,15/10/2022,28
9131,Sarah Bishop,02/12/2022,434
9132,Colleen Allen,21/12/2022,650
9133,Jessica Johnson,06/12/2022,100
9134,Susan Bishop,14/01/2022,979
9135,Jessica Johnson,10/12/2022,255
9136,Daniel Rodriguez,10/10/2022,95
9137,Jordan Johnson,29/10/2022,807
9138,Andrea Johnson,13/08/2022,925
9139,Anthony Allen,16/01/2022,555
9140,Daniel Allen,28/03/2022,631
9141,Susan Williams,01/09/2022,370
9142,Daniel Johnson,26/05/2022,217
9143,Jordan Jones,30/07/2022,771
9144,Colleen Jones,27/07/2022,446
9145,Gregory Williams,13/12/2022,525
9146,Daniel Simpson,10/08/2022,231
9147,Jordan Smith,19/05/2022,94
9148,Daniel Bishop,15/09/2022,531
9149,Jessica Allen,10/01/2022,584
9150,Colleen Rodriguez,15/03/2022,305
9151,Jessica Simpson,01/07/2022,45
9152,Jordan Sampson,13/10/2022,650
9153,Colleen Simpson,07/06/2022,998
9154,Daniel Johnson,18/06/2022,505
9155,Gregory Rodriguez,12/02/2022,861
9156,Susan Simpson,20/05/2022,392
9157,Andrea Sampson,29/04/2022,477
9158,Colleen Simpson,31/10/2022,759
9159,Anthony Jones,29/12/2022,218
9160,Michael Simpson,28/05/2022,899
9161,Anthony Smith,08/08/2022,815
9162,Gregory Brown,07/04/2022,979
9163,Andrea Bishop,25/03/2022,929
9164,Michael Bishop,01/03/2022,93
9165,Daniel Allen,20/07/2022,521
9166,Gregory Rodriguez,12/12/2022,870
9167,Colleen Johnson,22/10/2022,484
9168,Jessica Johnson,05/05/2022,700
9169,Jessica Bishop,27/06/2022,59
9170,Sarah Sampson,27/07/2022,350
9171,Sarah Williams,28/08/2022,261
9172,Jessica Smith,06/02/2022,321
9173,Jordan Williams,10/08/2022,160
9174,Colleen Johnson,10/02/2022,197
9175,Jordan Jones,11/03/2022,390
9176,Michael Smith,18/10/2022,564
9177,Andrea Allen,04/05/2022,896
9178,Susan Bishop,27/10/2022,830
9179,Andrea Smith,28/05/2022,940
9180,Daniel Simpson,08/09/2022,564
9181,Jessica Brown,05/06/2022,331
9182,Andrea Brown,14/07/2022,385
9183,Susan Simpson,07/07/2022,430
9184,Colleen Smith,07/06/2022,203
9185,Daniel Allen,09/04/2022,991
9186,Andrea Williams,17/09/2022,911
9187,Jordan Jones,14/02/2022,763
9188,Michael Brown,22/08/2022,944
9189,Jordan Allen,07/04/2022,609
9190,Michael Sampson,27/02/2022,736
9191,Sarah Sampson,13/07/2022,432
9192,Anthony Allen,23/07/2022,947
9193,Michael Simpson,05/07/2022,171
9194,Sarah Allen,19/03/2022,50
9195,Colleen Johnson,19/02/2022,157
9196,Gregory Brown,12/04/2022,937
9197,Colleen Bishop,13/07/2022,931
9198,Anthony Smith,09/07/2022,240
9199,Susan Simpson,12/09/2022,600
9200,Andrea Williams,04/12/2022,785
9201,Michael Allen,24/08/2022,586
9202,Colleen Sampson,04/03/2022,511
9203,Gregory Jones,28/11/2022,799
9204,Michael Rodriguez,22/04/2022,365
9205,Susan Johnson,15/03/2022,793
9206,Jessica Allen,29/08/2022,127
9207,Anthony Simpson,11/11/2022,414
9208,Susan Rodriguez,18/11/2022,656
9209,Andrea Jones,12/11/2022,445
9210,Andrea Sampson,23/10/2022,880
9211,Gregory Williams,15/08/2022,850
9212,Susan Williams,04/03/2022,907
9213,Gregory Brown,01/06/2022,925
9214,Gregory Sampson,11/06/2022,333
9215,Sarah Simpson,08/09/2022,986
9216,Daniel Allen,04/06/2022,695
9217,Daniel Johnson,21/07/2022,180
9218,Anthony Bishop,25/11/2022,674
9219,Daniel Smith,02/02/2022,543
9220,Daniel Simpson,15/08/2022,101
9221,Michael Bishop,18/05/2022,849
9222,Jordan Bishop,30/08/2022,826
9223,Gregory Jones,24/01/2022,538
9224,Sarah Simpson,20/02/2022,964
9225,Jessica Simpson,25/06/2022,507
9226,Gregory Rodriguez,20/10/2022,603
9227,Daniel Bishop,12/01/2022,311
9228,Sarah Johnson,10/07/2022,328
9229,Michael Johnson,30/08/2022,326
9230,Jessica Jones,29/09/2022,145
9231,Jessica Allen,21/11/2022,262
9232,Daniel Sampson,08/02/2022,625
9233,Colleen Johnson,27/04/2022,73
9234,Gregory Rodriguez,16/02/2022,92
9235,Michael Johnson,22/05/2022,339
9236,Anthony Allen,03/11/2022,23
9237,Andrea Brown,29/10/2022,447
9238,Jordan Jones,17/10/2022,595
9239,Susan Allen,05/04/2022,135
9240,Daniel Williams,10/03/2022,710
9241,Anthony Rodriguez,21/02/2022,318
9242,Jessica Allen,06/04/2022,550
9243,Colleen Allen,27/03/2022,968
9244,Daniel Johnson,03/03/2022,82
9245,Jordan Smith,06/04/2022,380
9246,Jessica Williams,16/11/2022,712
9247,Anthony Johnson,16/11/2022,869
9248,Susan Smith,08/04/2022,306
9249,Susan Smith,27/11/2022,838
9250,Andrea Brown,15/02/2022,645
9251,Susan Jones,16/04/2022,879
9252,Susan Simpson,18/02/2022,976
9253,Daniel Smith,22/06/2022,350
9254,Jordan Williams,14/12/2022,255
9255,Jessica Brown,03/02/2022,389
9256,Sarah Smith,23/02/2022,130
9257,Daniel Simpson,02/02/2022,435
9258,Colleen Williams,19/10/2022,841
9259,Jessica Rodriguez,16/05/2022,276
9260,Anthony Brown,22/03/2022,900
9261,Susan Smith,28/11/2022,493
9262,Jessica Williams,30/12/2022,415
9263,Andrea Allen,18/08/2022,88
9264,Susan Smith,25/06/2022,259
9265,Sarah Rodriguez,12/11/2022,998
9266,Anthony Jones,22/12/2022,970
9267,Andrea Rodriguez,16/06/2022,403
9268,Gregory Sampson,11/02/2022,314
9269,Susan Bishop,11/12/2022,475
9270,Susan Bishop,06/07/2022,189
9271,Anthony Rodriguez,08/03/2022,994
9272,Michael Williams,09/06/2022,32
9273,Andrea Rodriguez,10/07/2022,118
9274,Daniel Bishop,16/12/2022,514
9275,Gregory Bishop,03/12/2022,933
9276,Jessica Simpson,23/01/2022,744
9277,Gregory Brown,25/03/2022,105
9278,Susan Johnson,26/05/2022,416
9279,Gregory Williams,09/12/2022,713
9280,Andrea Allen,11/08/2022,361
9281,Daniel Rodriguez,15/05/2022,145
9282,Andrea Williams,27/05/2022,792
9283,Jordan Smith,12/10/2022,547
9284,Daniel Bishop,22/11/2022,911
9285,Sarah Simpson,09/02/2022,229
9286,Colleen Williams,13/12/2022,330
9287,Susan Williams,25/06/2022,378
9288,Jessica Sampson,03/11/2022,158
9289,Sarah Brown,09/03/2022,573
9290,Jessica Simpson,04/10/2022,627
9291,Sarah Williams,31/03/2022,614
9292,Susan Smith,31/03/2022,391
9293,Gregory Allen,02/11/2022,330
9294,Anthony Allen,03/05/2022,948
9295,Anthony Sampson,19/11/2022,684
9296,Jessica Johnson,21/08/2022,889
9297,Andrea Johnson,11/07/2022,301
9298,Sarah Simpson,16/09/2022,426
9299,Susan Bishop,11/09/2022,599
9300,Gregory Jones,18/02/2022,995
9301,Jordan Sampson,15/09/2022,865
9302,Andrea Sampson,17/08/2022,956
9303,Susan Johnson,31/05/2022,452
9304,Anthony Bishop,13/02/2022,133
9305,Sarah Smith,12/08/2022,433
9306,Michael Rodriguez,29/06/2022,282
9307,Sarah Johnson,03/01/2022,583
9308,Sarah Williams,30/11/2022,868
9309,Sarah Rodriguez,14/10/2022,679
9310,Colleen Bishop,25/05/2022,387
9311,Andrea Johnson,29/06/2022,715
9312,Jessica Simpson,23/10/2022,717
9313,Andrea Sampson,03/07/2022,908
9314,Jordan Jones,26/04/2022,111
9315,Gregory Simpson,04/12/2022,495
9316,Jessica Jones,13/09/2022,32
9317,Gregory Sampson,30/09/2022,356
9318,Gregory Sampson,15/08/2022,38
9319,Colleen Sampson,04/04/2022,147
9320,Jordan Johnson,14/02/2022,663
9321,Anthony Brown,22/07/2022,238
9322,Andrea Johnson,13/07/2022,422
9323,Andrea Smith,13/04/2022,155
9324,Anthony Rodriguez,26/06/2022,103
9325,Jessica Williams,21/12/2022,245
9326,Andrea Simpson,27/03/2022,695
9327,Michael Williams,03/01/2022,932
9328,Colleen Sampson,26/06/2022,57
9329,Daniel Williams,20/06/2022,128
9330,Sarah Johnson,27/02/2022,799
9331,Andrea Allen,14/03/2022,387
9332,Colleen Johnson,30/03/2022,381
9333,Sarah Smith,17/07/2022,224
9334,Jessica Jones,25/12/2022,229
9335,Anthony Allen,14/07/2022,18
9336,Daniel Simpson,25/03/2022,247
9337,Susan Simpson,31/07/2022,702
9338,Jessica Simpson,21/05/2022,144
9339,Michael Williams,08/12/2022,154
9340,Jordan Simpson,11/02/2022,397
9341,Michael Jones,04/11/2022,979
9342,Jordan Smith,12/03/2022,846
9343,Susan Simpson,20/09/2022,131
9344,Andrea Jones,25/01/2022,879
9345,Andrea Bishop,09/10/2022,642
9346,Andrea Williams,25/03/2022,488
9347,Jordan Bishop,02/06/2022,264
9348,Sarah Brown,21/12/2022,834
9349,Gregory Allen,05/06/2022,172
9350,Michael Jones,27/01/2022,761
9351,Michael Brown,12/08/2022,27
9352,Michael Williams,22/03/2022,579
9353,Sarah Brown,30/04/2022,540
9354,Susan Brown,08/04/2022,452
9355,Daniel Johnson,14/10/2022,616
9356,Gregory Williams,26/02/2022,623
9357,Michael Sampson,13/08/2022,823
9358,Sarah Simpson,24/03/2022,512
9359,Jordan Sampson,16/01/2022,611
9360,Daniel Rodriguez,04/04/2022,412
9361,Gregory Bishop,19/12/2022,954
9362,Jordan Rodriguez,12/12/2022,731
9363,Susan Rodriguez,31/07/2022,707
9364,Susan Simpson,28/10/2022,795
9365,Sarah Sampson,15/09/2022,676
9366,Jessica Simpson,02/05/2022,997
9367,Michael Bishop,20/07/2022,32
9368,Michael Simpson,30/08/2022,999
9369,Daniel Simpson,20/11/2022,950
9370,Daniel Smith,25/12/2022,799
9371,Colleen Bishop,15/03/2022,574
9372,Andrea Sampson,15/08/2022,570
9373,Jessica Simpson,01/12/2022,496
9374,Sarah Jones,06/10/2022,22
9375,Anthony Rodriguez,29/07/2022,925
9376,Gregory Allen,14/04/2022,779
9377,Susan Sampson,02/01/2022,864
9378,Sarah Johnson,25/08/2022,438
9379,Anthony Williams,17/10/2022,213
9380,Daniel Brown,24/01/2022,140
9381,Michael Jones,04/12/2022,875
9382,Susan Sampson,11/10/2022,859
9383,Jessica Bishop,13/03/2022,571
9384,Colleen Sampson,22/07/2022,623
9385,Colleen Rodriguez,15/05/2022,272
9386,Jordan Brown,05/10/2022,610
9387,Gregory Williams,25/06/2022,334
9388,Michael Brown,23/12/2022,884
9389,Michael Bishop,26/03/2022,149
9390,Susan Johnson,03/09/2022,91
9391,Susan Sampson,20/07/2022,392
9392,Colleen Jones,02/07/2022,787
9393,Susan Simpson,26/06/2022,940
9394,Colleen Bishop,02/11/2022,214
9395,Anthony Johnson,22/10/2022,364
9396,Colleen Allen,09/11/2022,711
9397,Susan Simpson,22/12/2022,397
9398,Andrea Brown,28/01/2022,509
9399,Andrea Bishop,24/08/2022,980
9400,Jordan Rodriguez,06/04/2022,974
9401,Daniel Johnson,18/06/2022,379
9402,Colleen Jones,22/06/2022,151
9403,Anthony Smith,30/11/2022,750
9404,Anthony Smith,14/06/2022,188
9405,Gregory Simpson,21/01/2022,950
9406,Gregory Brown,21/02/2022,244
9407,Andrea Bishop,29/06/2022,193
9408,Michael Simpson,16/09/2022,529
9409,Gregory Allen,07/05/2022,112
9410,Gregory Simpson,12/08/2022,842
9411,Susan Allen,20/02/2022,369
9412,Anthony Rodriguez,19/02/2022,75
9413,Michael Jones,10/02/2022,572
9414,Gregory Brown,14/05/2022,465
9415,Colleen Sampson,22/06/2022,987
9416,Jessica Simpson,21/12/2022,802
9417,Jessica Bishop,22/01/2022,150
9418,Jessica Williams,16/09/2022,755
9419,Gregory Simpson,12/08/2022,777
9420,Michael Smith,15/10/2022,686
9421,Jessica Brown,02/02/2022,853
9422,Jessica Simpson,29/08/2022,790
9423,Jordan Brown,03/02/2022,66
9424,Sarah Williams,19/05/2022,799
